epoch,accuracy,loss,val_accuracy,val_loss
0,0.2919921875,1.9332228899002075,0.4910714328289032,1.4841549396514893
1,0.546875,1.4054601192474365,0.5982142686843872,1.3379056453704834
2,0.6533203125,1.1174741983413696,0.6517857313156128,1.107009768486023
3,0.69921875,0.9885613322257996,0.6964285969734192,0.9653688073158264
4,0.767578125,0.7821421027183533,0.7678571343421936,0.7974829077720642
5,0.8046875,0.6553459167480469,0.8125,0.6920998692512512
6,0.837890625,0.5993019342422485,0.7857142686843872,0.7102829813957214
7,0.8671875,0.49139413237571716,0.8035714030265808,0.6409735679626465
8,0.8857421875,0.4408491551876068,0.8125,0.7022415399551392
9,0.908203125,0.408041775226593,0.8928571343421936,0.49546125531196594
10,0.9375,0.3144546151161194,0.8660714030265808,0.4995959401130676
11,0.9375,0.2858472764492035,0.8660714030265808,0.4971158504486084
12,0.9521484375,0.25259900093078613,0.8928571343421936,0.44332942366600037
13,0.9609375,0.23289473354816437,0.875,0.45682409405708313
14,0.9609375,0.20635855197906494,0.8928571343421936,0.4426102638244629
15,0.9716796875,0.1802954077720642,0.8928571343421936,0.4121643602848053
16,0.9677734375,0.18507400155067444,0.8035714030265808,0.5522884130477905
17,0.9697265625,0.17103873193264008,0.9017857313156128,0.38477039337158203
18,0.9736328125,0.15426696836948395,0.8660714030265808,0.4386202394962311
19,0.978515625,0.14146548509597778,0.8839285969734192,0.44111379981040955
20,0.984375,0.12980054318904877,0.875,0.4536183476448059
21,0.9853515625,0.12275823205709457,0.875,0.39563700556755066
22,0.9912109375,0.1098891869187355,0.8839285969734192,0.35232019424438477
23,0.98828125,0.10517637431621552,0.9017857313156128,0.38990941643714905
24,0.9931640625,0.09050538390874863,0.9107142686843872,0.37434643507003784
25,0.990234375,0.09493932127952576,0.9196428656578064,0.39449912309646606
26,0.9833984375,0.1028042733669281,0.8482142686843872,0.45146656036376953
27,0.9931640625,0.08426151424646378,0.8839285969734192,0.37519407272338867
28,0.9912109375,0.08725105226039886,0.8482142686843872,0.4467870593070984
29,0.990234375,0.08371435850858688,0.8482142686843872,0.36676886677742004
